Open,High,Low,Close,Volume,Dividends,Stock Splits,data
9.84000015258789,9.850000381469727,9.819999694824219,9.84000015258789,770500,0.0,0.0,2019-04-16 00:00:00-04:00
9.890000343322754,9.890000343322754,9.829999923706055,9.84000015258789,138100,0.0,0.0,2019-04-17 00:00:00-04:00
9.869999885559082,10.34000015258789,9.84000015258789,9.84000015258789,21200,0.0,0.0,2019-04-18 00:00:00-04:00
9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,100,0.0,0.0,2019-04-22 00:00:00-04:00
9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,100,0.0,0.0,2019-04-23 00:00:00-04:00
9.84000015258789,9.850000381469727,9.84000015258789,9.850000381469727,18400,0.0,0.0,2019-04-24 00:00:00-04:00
9.850000381469727,9.890000343322754,9.850000381469727,9.869999885559082,141700,0.0,0.0,2019-04-25 00:00:00-04:00
9.880000114440918,9.880000114440918,9.859999656677246,9.859999656677246,130500,0.0,0.0,2019-04-26 00:00:00-04:00
9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,1470000,0.0,0.0,2019-04-29 00:00:00-04:00
9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,11000,0.0,0.0,2019-04-30 00:00:00-04:00
9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,0,0.0,0.0,2019-05-01 00:00:00-04:00
9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,200,0.0,0.0,2019-05-02 00:00:00-04:00
9.895999908447266,9.904999732971191,9.859999656677246,9.859999656677246,700,0.0,0.0,2019-05-03 00:00:00-04:00
9.859999656677246,9.869999885559082,9.859999656677246,9.859999656677246,24200,0.0,0.0,2019-05-06 00:00:00-04:00
9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,0,0.0,0.0,2019-05-07 00:00:00-04:00
9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,100,0.0,0.0,2019-05-08 00:00:00-04:00
9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,3300,0.0,0.0,2019-05-09 00:00:00-04:00
9.859999656677246,9.869999885559082,9.859999656677246,9.869999885559082,51000,0.0,0.0,2019-05-10 00:00:00-04:00
9.85200023651123,9.85200023651123,9.85200023651123,9.85200023651123,200,0.0,0.0,2019-05-13 00:00:00-04:00
9.850000381469727,9.869999885559082,9.850000381469727,9.859999656677246,50500,0.0,0.0,2019-05-14 00:00:00-04:00
9.850000381469727,9.880000114440918,9.850000381469727,9.869999885559082,196500,0.0,0.0,2019-05-15 00:00:00-04:00
9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0,0.0,0.0,2019-05-16 00:00:00-04:00
9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,1308600,0.0,0.0,2019-05-17 00:00:00-04:00
9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0,0.0,0.0,2019-05-20 00:00:00-04:00
9.869999885559082,9.869999885559082,9.850000381469727,9.850000381469727,15400,0.0,0.0,2019-05-21 00:00:00-04:00
9.850000381469727,9.869999885559082,9.850000381469727,9.859999656677246,63500,0.0,0.0,2019-05-22 00:00:00-04:00
9.850000381469727,9.859999656677246,9.850000381469727,9.859999656677246,26300,0.0,0.0,2019-05-23 00:00:00-04:00
9.859999656677246,9.899999618530273,9.850000381469727,9.869999885559082,38500,0.0,0.0,2019-05-24 00:00:00-04:00
9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0,0.0,0.0,2019-05-28 00:00:00-04:00
9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,1100,0.0,0.0,2019-05-29 00:00:00-04:00
9.890000343322754,9.920000076293945,9.850000381469727,9.880000114440918,84600,0.0,0.0,2019-05-30 00:00:00-04:00
9.880000114440918,9.890000343322754,9.869999885559082,9.880000114440918,21700,0.0,0.0,2019-05-31 00:00:00-04:00
9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,0,0.0,0.0,2019-06-03 00:00:00-04:00
9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,3900,0.0,0.0,2019-06-04 00:00:00-04:00
9.880000114440918,9.880000114440918,9.859999656677246,9.859999656677246,400,0.0,0.0,2019-06-05 00:00:00-04:00
9.864999771118164,9.960000038146973,9.864999771118164,9.880000114440918,144700,0.0,0.0,2019-06-06 00:00:00-04:00
9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,0,0.0,0.0,2019-06-07 00:00:00-04:00
9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,80700,0.0,0.0,2019-06-10 00:00:00-04:00
9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,60900,0.0,0.0,2019-06-11 00:00:00-04:00
9.949999809265137,9.949999809265137,9.899999618530273,9.899999618530273,4100,0.0,0.0,2019-06-12 00:00:00-04:00
9.899999618530273,9.899999618530273,9.880000114440918,9.880000114440918,4800,0.0,0.0,2019-06-13 00:00:00-04:00
9.880000114440918,10.050000190734863,9.880000114440918,10.050000190734863,6700,0.0,0.0,2019-06-14 00:00:00-04:00
10.050000190734863,10.050000190734863,9.949999809265137,9.949999809265137,51300,0.0,0.0,2019-06-17 00:00:00-04:00
9.930000305175781,9.930000305175781,9.920000076293945,9.920000076293945,102000,0.0,0.0,2019-06-18 00:00:00-04:00
9.920000076293945,9.920000076293945,9.920000076293945,9.920000076293945,0,0.0,0.0,2019-06-19 00:00:00-04:00
9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,35100,0.0,0.0,2019-06-20 00:00:00-04:00
9.920000076293945,9.949999809265137,9.920000076293945,9.9399995803833,202600,0.0,0.0,2019-06-21 00:00:00-04:00
9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,400,0.0,0.0,2019-06-24 00:00:00-04:00
9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,100,0.0,0.0,2019-06-25 00:00:00-04:00
9.960000038146973,9.960000038146973,9.944999694824219,9.944999694824219,29100,0.0,0.0,2019-06-26 00:00:00-04:00
