Open,High,Low,Close,Volume,Dividends,Stock Splits
1.2699999809265137,1.2799999713897705,1.1799999475479126,1.25,6111900,0.0,0.0
1.2599999904632568,1.2799999713897705,1.2100000381469727,1.2400000095367432,5432900,0.0,0.0
1.2000000476837158,1.2100000381469727,1.1399999856948853,1.1699999570846558,5614200,0.0,0.0
1.100000023841858,1.159999966621399,1.0800000429153442,1.090000033378601,7369000,0.0,0.0
1.1100000143051147,1.1299999952316284,1.0700000524520874,1.0800000429153442,10109900,0.0,0.0
1.100000023841858,1.1100000143051147,1.0700000524520874,1.100000023841858,4980100,0.0,0.0
1.1100000143051147,1.2200000286102295,1.100000023841858,1.190000057220459,8739200,0.0,0.0
1.190000057220459,1.309999942779541,1.159999966621399,1.2999999523162842,8883700,0.0,0.0
1.25,1.3700000047683716,1.25,1.340000033378601,7869200,0.0,0.0
1.350000023841858,1.3799999952316284,1.2799999713897705,1.3300000429153442,6821000,0.0,0.0
1.3300000429153442,1.350000023841858,1.2799999713897705,1.3200000524520874,6248500,0.0,0.0
1.2799999713897705,1.2899999618530273,1.2100000381469727,1.2699999809265137,3960200,0.0,0.0
1.2899999618530273,1.2999999523162842,1.2300000190734863,1.2400000095367432,6873900,0.0,0.0
1.25,1.340000033378601,1.2200000286102295,1.3300000429153442,9975100,0.0,0.0
1.309999942779541,1.350000023841858,1.2599999904632568,1.2699999809265137,5216900,0.0,0.0
1.399999976158142,1.409999966621399,1.2400000095367432,1.25,33446200,0.0,0.0
1.2899999618530273,1.2999999523162842,1.1399999856948853,1.190000057220459,22207200,0.0,0.0
1.1699999570846558,1.4700000286102295,1.149999976158142,1.3799999952316284,35545100,0.0,0.0
1.3200000524520874,1.3200000524520874,1.2200000286102295,1.2200000286102295,17329200,0.0,0.0
1.2300000190734863,1.2400000095367432,1.190000057220459,1.2000000476837158,12016300,0.0,0.0
1.1699999570846558,1.2200000286102295,1.100000023841858,1.2100000381469727,31972300,0.0,0.0
1.225000023841858,1.309999942779541,1.2000000476837158,1.2100000381469727,26517200,0.0,0.0
1.190000057220459,1.2799999713897705,1.1699999570846558,1.25,13896300,0.0,0.0
1.0,1.1399999856948853,0.9879999756813049,1.0950000286102295,82655100,0.0,0.0
1.090000033378601,1.100000023841858,1.0,1.0299999713897705,38091300,0.0,0.0
1.0399999618530273,1.0800000429153442,1.0099999904632568,1.0499999523162842,20409400,0.0,0.0
1.0499999523162842,1.059999942779541,0.9399999976158142,0.9599999785423279,28837200,0.0,0.0
0.9919999837875366,1.0199999809265137,0.9620000123977661,0.9950000047683716,22832000,0.0,0.0
0.9900000095367432,0.9950000047683716,0.890999972820282,0.9039999842643738,29085500,0.0,0.0
0.9010000228881836,0.9399999976158142,0.8709999918937683,0.9369999766349792,29090800,0.0,0.0
0.9240000247955322,0.9599999785423279,0.8849999904632568,0.9440000057220459,25572400,0.0,0.0
0.9100000262260437,0.9300000071525574,0.8920000195503235,0.8949999809265137,20293100,0.0,0.0
0.9089999794960022,0.9100000262260437,0.8510000109672546,0.8799999952316284,17093400,0.0,0.0
0.8730000257492065,0.8999999761581421,0.8600000143051147,0.8650000095367432,18237700,0.0,0.0
